company_id,company_name,sales_person_id,assigned_sales_person,company_size,industry,website_visits,demo_requested,source,response_time_hours,days_since_last_contact,converted
CMP-1032,Cascade Retail,SP-02,Priya Menon,Small,SaaS,17,No,Paid,1.9,1,0
CMP-1033,Omni Consumer Products,SP-01,Rahul Kumar,Small,Retail,20,No,Referral,10.8,2,1
CMP-1034,Virtucon,SP-02,Priya Menon,Mid,SaaS,9,No,Paid,70.1,9,0
CMP-1035,Ansel Manufacturing,SP-02,Priya Menon,Small,SaaS,1,No,Organic,30.8,2,1
CMP-1001,Davis and Sons,SP-05,Karthik S,Small,Finance,6,Yes,Organic,16.1,6,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Small,SaaS,12,Yes,Organic,43.5,8,1
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Mid,SaaS,5,No,Organic,5.7,2,1
CMP-1004,Hernandez Ltd,SP-04,Divya Reddy,Small,Manufacturing,5,Yes,Referral,3.8,12,0
CMP-1005,Diaz-Frederick,SP-01,Rahul Kumar,Mid,Retail,3,Yes,Referral,44.3,3,1
CMP-1006,CloudNine SaaS,SP-05,Karthik S,Mid,Finance,13,Yes,Cold Outreach,70.9,3,1
CMP-1007,Acme Corp,SP-02,Priya Menon,Small,SaaS,2,No,Paid,10.4,15,0
CMP-1008,Globex Corporation,SP-05,Karthik S,Small,Finance,2,No,Paid,29.5,3,0
CMP-1009,Initech LLC,SP-03,Arjun Nair,Small,Healthcare,52,No,Organic,11.9,9,1
CMP-1010,Umbrella Corp,SP-02,Priya Menon,Mid,SaaS,23,No,Paid,25.2,21,1
CMP-1011,Veer Technologies,SP-02,Priya Menon,Enterprise,SaaS,17,No,Paid,22.4,2,1
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,3,No,Paid,0.5,6,0
CMP-1013,Hooli Inc,SP-03,Arjun Nair,Mid,Healthcare,3,Yes,Cold Outreach,45.8,2,0
CMP-1014,Stark Industries,SP-03,Arjun Nair,Enterprise,Healthcare,2,No,Cold Outreach,24.4,5,1
CMP-1015,Wayne Enterprises,SP-03,Arjun Nair,Small,Healthcare,13,Yes,Referral,10.9,19,1
CMP-1016,Soylent Corp,SP-03,Arjun Nair,Enterprise,Healthcare,16,Yes,Referral,20.2,21,1
CMP-1017,Wonka Industries,SP-05,Karthik S,Enterprise,Finance,6,No,Organic,9.2,21,1
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Small,SaaS,5,No,Referral,14.0,7,1
CMP-1019,Tyrell Corporation,SP-05,Karthik S,Small,Finance,6,No,Paid,39.7,5,0
CMP-1020,Aperture Science,SP-02,Priya Menon,Mid,SaaS,33,No,Organic,20.7,11,0
CMP-1021,Sterling Cooper,SP-03,Arjun Nair,Mid,Healthcare,6,Yes,Paid,5.2,31,0
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Mid,SaaS,16,No,Organic,17.1,3,1
CMP-1023,Gekko & Co,SP-02,Priya Menon,Small,SaaS,5,Yes,Paid,24.9,11,0
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Small,SaaS,47,No,Organic,29.7,1,0
CMP-1025,Vandelay Industries,SP-03,Arjun Nair,Small,Healthcare,42,No,Cold Outreach,14.7,30,0
CMP-1026,Bluth Company,SP-05,Karthik S,Small,Finance,8,No,Organic,20.9,5,0
CMP-1027,Sloan & Partners,SP-04,Divya Reddy,Mid,Manufacturing,5,No,Referral,58.4,3,0
CMP-1028,Summit Solutions,SP-04,Divya Reddy,Mid,Manufacturing,27,No,Cold Outreach,18.1,1,0
CMP-1029,Nexus Logistics,SP-03,Arjun Nair,Mid,Healthcare,17,Yes,Referral,20.0,1,1
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Mid,Healthcare,4,No,Cold Outreach,9.6,6,0
CMP-1031,Horizon Healthcare,SP-01,Rahul Kumar,Mid,Retail,25,Yes,Organic,52.7,4,1
CMP-1032,Cascade Retail,SP-01,Rahul Kumar,Mid,Retail,6,No,Organic,12.1,3,0
CMP-1033,Omni Consumer Products,SP-01,Rahul Kumar,Small,Retail,9,No,Referral,15.0,1,0
CMP-1034,Virtucon,SP-02,Priya Menon,Small,SaaS,18,Yes,Cold Outreach,21.4,13,0
CMP-1035,Ansel Manufacturing,SP-03,Arjun Nair,Enterprise,Healthcare,10,No,Referral,2.9,2,1
CMP-1001,Davis and Sons,SP-02,Priya Menon,Small,SaaS,1,No,Referral,18.6,35,0
CMP-1002,Blake and Sons,SP-03,Arjun Nair,Small,Healthcare,70,No,Cold Outreach,9.3,24,0
CMP-1003,Doyle Ltd,SP-05,Karthik S,Mid,Finance,6,Yes,Organic,27.8,30,1
CMP-1004,Hernandez Ltd,SP-02,Priya Menon,Enterprise,SaaS,1,No,Paid,34.9,11,1
CMP-1005,Diaz-Frederick,SP-01,Rahul Kumar,Mid,Retail,32,No,Referral,3.0,8,0
CMP-1006,CloudNine SaaS,SP-05,Karthik S,Mid,Finance,1,Yes,Referral,16.2,31,1
CMP-1007,Acme Corp,SP-04,Divya Reddy,Small,Manufacturing,5,No,Referral,5.9,34,0
CMP-1008,Globex Corporation,SP-02,Priya Menon,Small,SaaS,19,Yes,Organic,2.0,7,1
CMP-1009,Initech LLC,SP-04,Divya Reddy,Small,Manufacturing,30,No,Referral,27.6,1,1
CMP-1010,Umbrella Corp,SP-04,Divya Reddy,Enterprise,Manufacturing,4,No,Paid,31.2,40,0
CMP-1011,Veer Technologies,SP-02,Priya Menon,Small,SaaS,3,Yes,Referral,157.0,1,0
CMP-1012,Pied Piper,SP-04,Divya Reddy,Small,Manufacturing,28,No,Referral,0.5,1,1
CMP-1013,Hooli Inc,SP-01,Rahul Kumar,Mid,Retail,12,Yes,Paid,39.2,35,0
CMP-1014,Stark Industries,SP-02,Priya Menon,Mid,SaaS,9,Yes,Referral,14.0,5,1
CMP-1015,Wayne Enterprises,SP-02,Priya Menon,Mid,SaaS,15,No,Referral,1.3,15,0
CMP-1016,Soylent Corp,SP-05,Karthik S,Small,Finance,11,Yes,Organic,10.6,12,1
CMP-1017,Wonka Industries,SP-05,Karthik S,Small,Finance,1,Yes,Referral,51.1,1,0
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Enterprise,SaaS,11,No,Paid,68.3,14,0
CMP-1019,Tyrell Corporation,SP-05,Karthik S,Mid,Finance,1,Yes,Paid,37.5,7,1
CMP-1020,Aperture Science,SP-01,Rahul Kumar,Small,Retail,4,Yes,Referral,7.0,26,1
CMP-1021,Sterling Cooper,SP-03,Arjun Nair,Mid,Healthcare,20,No,Paid,3.0,2,0
CMP-1022,Dunder Mifflin,SP-05,Karthik S,Enterprise,Finance,18,Yes,Cold Outreach,0.9,2,1
CMP-1023,Gekko & Co,SP-05,Karthik S,Small,Finance,16,Yes,Paid,12.5,7,1
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Enterprise,SaaS,15,No,Cold Outreach,28.9,6,0
CMP-1025,Vandelay Industries,SP-03,Arjun Nair,Mid,Healthcare,5,No,Referral,21.2,1,0
CMP-1026,Bluth Company,SP-04,Divya Reddy,Mid,Manufacturing,28,Yes,Paid,12.7,23,0
CMP-1027,Sloan & Partners,SP-01,Rahul Kumar,Mid,Retail,25,No,Organic,4.7,3,0
CMP-1028,Summit Solutions,SP-05,Karthik S,Small,Finance,5,No,Organic,14.0,5,0
CMP-1029,Nexus Logistics,SP-04,Divya Reddy,Enterprise,Manufacturing,17,Yes,Paid,3.4,5,0
CMP-1030,Pinnacle Capital,SP-02,Priya Menon,Small,SaaS,24,No,Organic,7.0,9,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Mid,SaaS,5,No,Cold Outreach,0.5,5,0
CMP-1032,Cascade Retail,SP-02,Priya Menon,Mid,SaaS,3,No,Referral,39.0,9,1
CMP-1033,Omni Consumer Products,SP-05,Karthik S,Mid,Finance,5,No,Cold Outreach,32.8,5,0
CMP-1034,Virtucon,SP-04,Divya Reddy,Mid,Manufacturing,10,No,Cold Outreach,56.1,2,0
CMP-1035,Ansel Manufacturing,SP-04,Divya Reddy,Mid,Manufacturing,7,Yes,Cold Outreach,13.8,3,1
CMP-1001,Davis and Sons,SP-02,Priya Menon,Mid,SaaS,7,No,Cold Outreach,2.3,5,0
CMP-1002,Blake and Sons,SP-04,Divya Reddy,Enterprise,Manufacturing,4,No,Paid,10.1,2,0
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Enterprise,SaaS,34,Yes,Organic,2.9,9,1
CMP-1004,Hernandez Ltd,SP-01,Rahul Kumar,Mid,Retail,1,No,Referral,12.6,4,0
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Small,SaaS,8,No,Organic,20.4,72,0
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Small,SaaS,5,No,Organic,56.7,37,0
CMP-1007,Acme Corp,SP-05,Karthik S,Enterprise,Finance,25,No,Organic,4.3,6,1
CMP-1008,Globex Corporation,SP-05,Karthik S,Mid,Finance,1,No,Cold Outreach,15.8,7,0
CMP-1009,Initech LLC,SP-01,Rahul Kumar,Mid,Retail,20,No,Cold Outreach,19.2,18,0
CMP-1010,Umbrella Corp,SP-05,Karthik S,Small,Finance,5,No,Paid,9.0,2,0
CMP-1011,Veer Technologies,SP-02,Priya Menon,Small,SaaS,8,No,Organic,38.6,14,0
CMP-1012,Pied Piper,SP-05,Karthik S,Small,Finance,1,Yes,Referral,38.1,7,1
CMP-1013,Hooli Inc,SP-01,Rahul Kumar,Small,Retail,15,No,Cold Outreach,17.6,37,0
CMP-1014,Stark Industries,SP-04,Divya Reddy,Small,Manufacturing,3,No,Organic,12.5,27,0
CMP-1015,Wayne Enterprises,SP-01,Rahul Kumar,Mid,Retail,3,No,Cold Outreach,23.2,2,1
CMP-1016,Soylent Corp,SP-02,Priya Menon,Enterprise,SaaS,2,No,Organic,5.2,6,0
CMP-1017,Wonka Industries,SP-02,Priya Menon,Mid,SaaS,33,No,Organic,36.5,1,0
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Mid,SaaS,13,Yes,Cold Outreach,57.5,32,0
CMP-1019,Tyrell Corporation,SP-05,Karthik S,Mid,Finance,3,No,Paid,76.1,7,0
CMP-1020,Aperture Science,SP-05,Karthik S,Mid,Finance,7,Yes,Cold Outreach,5.1,15,1
CMP-1021,Sterling Cooper,SP-02,Priya Menon,Mid,SaaS,8,No,Paid,64.4,3,0
CMP-1022,Dunder Mifflin,SP-03,Arjun Nair,Small,Healthcare,28,No,Paid,11.6,7,1
CMP-1023,Gekko & Co,SP-02,Priya Menon,Enterprise,SaaS,7,Yes,Paid,5.3,1,1
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Small,SaaS,20,No,Organic,15.8,6,1
CMP-1025,Vandelay Industries,SP-02,Priya Menon,Small,SaaS,3,No,Organic,58.0,10,0
CMP-1026,Bluth Company,SP-02,Priya Menon,Enterprise,SaaS,11,No,Organic,1.0,6,0
CMP-1027,Sloan & Partners,SP-03,Arjun Nair,Mid,Healthcare,2,No,Paid,3.3,30,0
CMP-1028,Summit Solutions,SP-04,Divya Reddy,Small,Manufacturing,5,No,Paid,48.4,12,0
CMP-1029,Nexus Logistics,SP-04,Divya Reddy,Mid,Manufacturing,4,No,Organic,0.5,14,0
CMP-1030,Pinnacle Capital,SP-02,Priya Menon,Small,SaaS,6,No,Cold Outreach,27.1,13,1
CMP-1031,Horizon Healthcare,SP-05,Karthik S,Mid,Finance,13,Yes,Cold Outreach,3.2,19,1
CMP-1032,Cascade Retail,SP-05,Karthik S,Mid,Finance,12,Yes,Organic,12.8,8,1
CMP-1033,Omni Consumer Products,SP-04,Divya Reddy,Mid,Manufacturing,1,Yes,Referral,18.5,28,0
CMP-1034,Virtucon,SP-05,Karthik S,Enterprise,Finance,8,Yes,Paid,0.8,30,1
CMP-1035,Ansel Manufacturing,SP-02,Priya Menon,Small,SaaS,11,No,Cold Outreach,58.2,5,0
CMP-1001,Davis and Sons,SP-02,Priya Menon,Small,SaaS,18,No,Cold Outreach,11.3,8,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Small,SaaS,20,Yes,Organic,5.1,8,0
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Small,SaaS,17,No,Paid,40.7,33,0
CMP-1004,Hernandez Ltd,SP-05,Karthik S,Mid,Finance,50,No,Organic,4.0,11,0
CMP-1005,Diaz-Frederick,SP-03,Arjun Nair,Mid,Healthcare,22,Yes,Paid,14.3,8,1
CMP-1006,CloudNine SaaS,SP-05,Karthik S,Mid,Finance,2,No,Referral,11.6,14,0
CMP-1007,Acme Corp,SP-05,Karthik S,Small,Finance,9,No,Cold Outreach,15.9,7,0
CMP-1008,Globex Corporation,SP-02,Priya Menon,Enterprise,SaaS,30,No,Cold Outreach,17.6,12,1
CMP-1009,Initech LLC,SP-03,Arjun Nair,Small,Healthcare,9,Yes,Organic,4.8,5,1
CMP-1010,Umbrella Corp,SP-02,Priya Menon,Mid,SaaS,3,No,Paid,24.3,9,0
CMP-1011,Veer Technologies,SP-04,Divya Reddy,Small,Manufacturing,8,No,Paid,0.5,11,0
CMP-1012,Pied Piper,SP-02,Priya Menon,Small,SaaS,31,No,Organic,3.3,5,0
CMP-1013,Hooli Inc,SP-02,Priya Menon,Enterprise,SaaS,27,Yes,Organic,5.4,32,1
CMP-1014,Stark Industries,SP-02,Priya Menon,Small,SaaS,4,No,Organic,12.9,13,1
CMP-1015,Wayne Enterprises,SP-02,Priya Menon,Small,SaaS,29,No,Paid,1.6,12,1
CMP-1016,Soylent Corp,SP-02,Priya Menon,Enterprise,SaaS,26,No,Paid,15.8,1,1
CMP-1017,Wonka Industries,SP-01,Rahul Kumar,Small,Retail,8,No,Organic,4.2,7,0
CMP-1018,Cyberdyne Systems,SP-03,Arjun Nair,Enterprise,Healthcare,2,No,Referral,3.4,15,0
CMP-1019,Tyrell Corporation,SP-04,Divya Reddy,Enterprise,Manufacturing,3,No,Referral,23.1,15,0
CMP-1020,Aperture Science,SP-01,Rahul Kumar,Enterprise,Retail,21,No,Organic,14.9,4,1
CMP-1021,Sterling Cooper,SP-05,Karthik S,Mid,Finance,15,No,Referral,1.3,20,1
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Small,SaaS,27,No,Paid,33.2,2,0
CMP-1023,Gekko & Co,SP-04,Divya Reddy,Enterprise,Manufacturing,9,Yes,Organic,12.6,16,0
CMP-1024,Oscorp Industries,SP-01,Rahul Kumar,Small,Retail,6,No,Referral,22.3,9,0
CMP-1025,Vandelay Industries,SP-02,Priya Menon,Mid,SaaS,10,Yes,Cold Outreach,34.9,27,0
CMP-1026,Bluth Company,SP-02,Priya Menon,Small,SaaS,2,No,Paid,4.9,3,0
CMP-1027,Sloan & Partners,SP-04,Divya Reddy,Small,Manufacturing,3,Yes,Paid,17.1,2,0
CMP-1028,Summit Solutions,SP-04,Divya Reddy,Mid,Manufacturing,30,No,Cold Outreach,6.7,2,0
CMP-1029,Nexus Logistics,SP-01,Rahul Kumar,Enterprise,Retail,2,No,Cold Outreach,13.2,1,0
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Small,Healthcare,8,No,Paid,48.7,11,0
CMP-1031,Horizon Healthcare,SP-01,Rahul Kumar,Enterprise,Retail,10,Yes,Organic,1.2,12,1
CMP-1032,Cascade Retail,SP-04,Divya Reddy,Small,Manufacturing,30,Yes,Cold Outreach,56.2,4,0
CMP-1033,Omni Consumer Products,SP-02,Priya Menon,Small,SaaS,8,Yes,Referral,5.1,12,1
CMP-1034,Virtucon,SP-02,Priya Menon,Enterprise,SaaS,6,No,Organic,10.5,4,1
CMP-1035,Ansel Manufacturing,SP-02,Priya Menon,Mid,SaaS,25,No,Paid,2.4,15,1
CMP-1001,Davis and Sons,SP-02,Priya Menon,Mid,SaaS,12,Yes,Organic,16.8,8,1
CMP-1002,Blake and Sons,SP-04,Divya Reddy,Enterprise,Manufacturing,1,Yes,Referral,16.3,2,0
CMP-1003,Doyle Ltd,SP-05,Karthik S,Small,Finance,13,Yes,Paid,13.5,4,0
CMP-1004,Hernandez Ltd,SP-01,Rahul Kumar,Small,Retail,5,No,Cold Outreach,0.8,35,0
CMP-1005,Diaz-Frederick,SP-05,Karthik S,Small,Finance,55,Yes,Organic,25.5,6,0
CMP-1006,CloudNine SaaS,SP-03,Arjun Nair,Small,Healthcare,15,Yes,Paid,5.2,3,0
CMP-1007,Acme Corp,SP-03,Arjun Nair,Small,Healthcare,24,No,Organic,17.5,5,0
CMP-1008,Globex Corporation,SP-02,Priya Menon,Small,SaaS,10,No,Referral,12.1,12,0
CMP-1009,Initech LLC,SP-02,Priya Menon,Mid,SaaS,8,No,Paid,67.8,4,0
CMP-1010,Umbrella Corp,SP-03,Arjun Nair,Mid,Healthcare,18,No,Organic,70.0,3,1
CMP-1011,Veer Technologies,SP-05,Karthik S,Mid,Finance,23,No,Paid,11.2,7,0
CMP-1012,Pied Piper,SP-01,Rahul Kumar,Small,Retail,13,Yes,Referral,22.2,2,1
CMP-1013,Hooli Inc,SP-05,Karthik S,Mid,Finance,2,No,Referral,4.6,44,0
CMP-1014,Stark Industries,SP-05,Karthik S,Mid,Finance,45,Yes,Organic,13.2,11,1
CMP-1015,Wayne Enterprises,SP-03,Arjun Nair,Enterprise,Healthcare,1,Yes,Organic,54.1,12,1
CMP-1016,Soylent Corp,SP-03,Arjun Nair,Small,Healthcare,7,No,Referral,5.9,12,1
CMP-1017,Wonka Industries,SP-03,Arjun Nair,Small,Healthcare,8,Yes,Paid,41.8,7,1
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Small,SaaS,16,Yes,Organic,28.1,5,1
CMP-1019,Tyrell Corporation,SP-05,Karthik S,Mid,Finance,5,No,Organic,26.3,4,0
CMP-1020,Aperture Science,SP-02,Priya Menon,Small,SaaS,28,Yes,Organic,6.2,4,1
CMP-1021,Sterling Cooper,SP-02,Priya Menon,Mid,SaaS,13,No,Organic,29.5,9,0
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Mid,SaaS,7,Yes,Paid,22.2,21,0
CMP-1023,Gekko & Co,SP-05,Karthik S,Mid,Finance,4,No,Organic,11.0,25,0
CMP-1024,Oscorp Industries,SP-05,Karthik S,Small,Finance,13,No,Cold Outreach,9.8,18,0
CMP-1025,Vandelay Industries,SP-03,Arjun Nair,Enterprise,Healthcare,9,No,Paid,0.5,21,0
CMP-1026,Bluth Company,SP-02,Priya Menon,Small,SaaS,9,No,Paid,27.2,6,1
CMP-1027,Sloan & Partners,SP-04,Divya Reddy,Mid,Manufacturing,7,No,Organic,20.2,20,0
CMP-1028,Summit Solutions,SP-01,Rahul Kumar,Small,Retail,14,No,Organic,42.9,2,0
CMP-1029,Nexus Logistics,SP-01,Rahul Kumar,Mid,Retail,5,No,Paid,64.0,19,1
CMP-1030,Pinnacle Capital,SP-02,Priya Menon,Small,SaaS,21,Yes,Referral,6.6,16,1
CMP-1031,Horizon Healthcare,SP-03,Arjun Nair,Small,Healthcare,16,No,Referral,22.8,9,0
CMP-1032,Cascade Retail,SP-02,Priya Menon,Mid,SaaS,2,Yes,Organic,16.6,19,0
CMP-1033,Omni Consumer Products,SP-05,Karthik S,Mid,Finance,7,Yes,Paid,1.5,9,0
CMP-1034,Virtucon,SP-02,Priya Menon,Small,SaaS,4,No,Referral,29.2,30,0
CMP-1035,Ansel Manufacturing,SP-05,Karthik S,Mid,Finance,8,Yes,Referral,17.0,8,0
CMP-1001,Davis and Sons,SP-03,Arjun Nair,Mid,Healthcare,16,No,Organic,53.9,26,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Enterprise,SaaS,10,Yes,Paid,32.9,1,1
CMP-1003,Doyle Ltd,SP-04,Divya Reddy,Mid,Manufacturing,15,No,Cold Outreach,12.0,1,0
CMP-1004,Hernandez Ltd,SP-03,Arjun Nair,Mid,Healthcare,16,No,Paid,1.8,3,1
CMP-1005,Diaz-Frederick,SP-01,Rahul Kumar,Mid,Retail,56,Yes,Organic,0.5,60,1
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Mid,SaaS,29,No,Referral,26.6,3,0
CMP-1007,Acme Corp,SP-02,Priya Menon,Small,SaaS,3,No,Paid,12.1,3,0
CMP-1008,Globex Corporation,SP-04,Divya Reddy,Small,Manufacturing,7,No,Cold Outreach,20.0,2,0
CMP-1009,Initech LLC,SP-03,Arjun Nair,Mid,Healthcare,7,No,Cold Outreach,33.3,7,0
CMP-1010,Umbrella Corp,SP-01,Rahul Kumar,Small,Retail,1,No,Referral,23.4,1,0
CMP-1011,Veer Technologies,SP-05,Karthik S,Mid,Finance,4,Yes,Paid,28.0,8,1
CMP-1012,Pied Piper,SP-03,Arjun Nair,Small,Healthcare,2,Yes,Organic,40.2,14,0
CMP-1013,Hooli Inc,SP-03,Arjun Nair,Mid,Healthcare,13,Yes,Paid,23.3,16,1
CMP-1014,Stark Industries,SP-02,Priya Menon,Small,SaaS,15,No,Referral,10.1,15,0
CMP-1015,Wayne Enterprises,SP-03,Arjun Nair,Enterprise,Healthcare,11,No,Paid,80.2,1,0
CMP-1016,Soylent Corp,SP-03,Arjun Nair,Enterprise,Healthcare,8,Yes,Referral,35.1,14,1
CMP-1017,Wonka Industries,SP-04,Divya Reddy,Small,Manufacturing,26,Yes,Organic,21.6,28,0
CMP-1018,Cyberdyne Systems,SP-03,Arjun Nair,Small,Healthcare,4,No,Paid,33.3,11,0
CMP-1019,Tyrell Corporation,SP-02,Priya Menon,Small,SaaS,18,No,Referral,44.1,1,0
CMP-1020,Aperture Science,SP-05,Karthik S,Small,Finance,37,Yes,Organic,61.3,6,0
CMP-1021,Sterling Cooper,SP-01,Rahul Kumar,Mid,Retail,17,No,Organic,3.6,2,0
CMP-1022,Dunder Mifflin,SP-03,Arjun Nair,Enterprise,Healthcare,2,Yes,Paid,39.9,1,1
CMP-1023,Gekko & Co,SP-02,Priya Menon,Enterprise,SaaS,1,No,Referral,4.3,14,0
CMP-1024,Oscorp Industries,SP-03,Arjun Nair,Mid,Healthcare,17,No,Organic,26.1,2,1
CMP-1025,Vandelay Industries,SP-05,Karthik S,Small,Finance,17,Yes,Organic,51.2,23,1
CMP-1026,Bluth Company,SP-02,Priya Menon,Mid,SaaS,15,No,Paid,23.5,4,0
CMP-1027,Sloan & Partners,SP-04,Divya Reddy,Small,Manufacturing,15,Yes,Paid,9.4,5,1
CMP-1028,Summit Solutions,SP-04,Divya Reddy,Small,Manufacturing,9,No,Cold Outreach,0.8,22,0
CMP-1029,Nexus Logistics,SP-05,Karthik S,Enterprise,Finance,31,Yes,Paid,20.9,8,1
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Small,Healthcare,1,No,Referral,4.3,3,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Small,SaaS,5,Yes,Cold Outreach,2.7,13,1
CMP-1032,Cascade Retail,SP-02,Priya Menon,Small,SaaS,1,Yes,Organic,13.6,3,1
CMP-1033,Omni Consumer Products,SP-01,Rahul Kumar,Small,Retail,11,No,Cold Outreach,11.5,6,0
CMP-1034,Virtucon,SP-01,Rahul Kumar,Mid,Retail,5,No,Cold Outreach,2.4,3,0
CMP-1035,Ansel Manufacturing,SP-01,Rahul Kumar,Small,Retail,8,No,Organic,28.3,5,0
CMP-1001,Davis and Sons,SP-05,Karthik S,Mid,Finance,8,No,Organic,22.9,18,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Small,SaaS,15,No,Paid,8.4,7,0
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Small,SaaS,3,Yes,Organic,5.3,1,1
CMP-1004,Hernandez Ltd,SP-01,Rahul Kumar,Small,Retail,6,No,Organic,0.5,19,0
CMP-1005,Diaz-Frederick,SP-01,Rahul Kumar,Enterprise,Retail,10,No,Paid,11.7,11,0
CMP-1006,CloudNine SaaS,SP-05,Karthik S,Small,Finance,27,Yes,Paid,41.5,3,1
CMP-1007,Acme Corp,SP-05,Karthik S,Small,Finance,9,No,Organic,14.0,7,1
CMP-1008,Globex Corporation,SP-05,Karthik S,Mid,Finance,26,No,Organic,6.0,4,1
CMP-1009,Initech LLC,SP-01,Rahul Kumar,Small,Retail,20,No,Organic,16.3,22,0
CMP-1010,Umbrella Corp,SP-02,Priya Menon,Mid,SaaS,4,No,Organic,3.1,2,0
CMP-1011,Veer Technologies,SP-04,Divya Reddy,Mid,Manufacturing,1,No,Organic,7.2,20,1
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,18,No,Cold Outreach,9.9,4,0
CMP-1013,Hooli Inc,SP-03,Arjun Nair,Mid,Healthcare,8,No,Paid,24.6,24,0
CMP-1014,Stark Industries,SP-02,Priya Menon,Small,SaaS,16,No,Referral,7.8,30,0
CMP-1015,Wayne Enterprises,SP-02,Priya Menon,Mid,SaaS,10,No,Cold Outreach,42.8,2,0
CMP-1016,Soylent Corp,SP-05,Karthik S,Enterprise,Finance,8,No,Organic,0.8,4,0
CMP-1017,Wonka Industries,SP-01,Rahul Kumar,Small,Retail,13,Yes,Cold Outreach,56.7,8,0
CMP-1018,Cyberdyne Systems,SP-04,Divya Reddy,Enterprise,Manufacturing,15,Yes,Referral,5.7,12,1
CMP-1019,Tyrell Corporation,SP-04,Divya Reddy,Small,Manufacturing,8,No,Referral,43.8,11,0
CMP-1020,Aperture Science,SP-05,Karthik S,Small,Finance,4,Yes,Organic,14.6,24,1
CMP-1021,Sterling Cooper,SP-03,Arjun Nair,Mid,Healthcare,31,No,Organic,10.9,15,0
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Mid,SaaS,8,No,Cold Outreach,6.0,12,0
CMP-1023,Gekko & Co,SP-03,Arjun Nair,Mid,Healthcare,27,No,Paid,44.3,17,0
CMP-1024,Oscorp Industries,SP-05,Karthik S,Small,Finance,4,No,Cold Outreach,39.4,5,0
CMP-1025,Vandelay Industries,SP-02,Priya Menon,Small,SaaS,2,Yes,Referral,46.4,5,0
CMP-1026,Bluth Company,SP-02,Priya Menon,Enterprise,SaaS,15,No,Organic,2.5,13,0
CMP-1027,Sloan & Partners,SP-02,Priya Menon,Enterprise,SaaS,3,No,Organic,28.4,17,0
CMP-1028,Summit Solutions,SP-02,Priya Menon,Small,SaaS,10,No,Paid,7.1,30,0
CMP-1029,Nexus Logistics,SP-02,Priya Menon,Enterprise,SaaS,5,No,Paid,20.3,6,0
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Mid,Healthcare,4,No,Cold Outreach,21.1,5,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Small,SaaS,2,No,Organic,25.9,31,0
CMP-1032,Cascade Retail,SP-01,Rahul Kumar,Small,Retail,8,No,Cold Outreach,89.6,8,0
CMP-1033,Omni Consumer Products,SP-02,Priya Menon,Small,SaaS,11,No,Paid,106.7,5,0
CMP-1034,Virtucon,SP-03,Arjun Nair,Enterprise,Healthcare,9,No,Organic,35.3,7,0
CMP-1035,Ansel Manufacturing,SP-03,Arjun Nair,Enterprise,Healthcare,4,No,Paid,6.7,2,0
CMP-1001,Davis and Sons,SP-03,Arjun Nair,Small,Healthcare,13,Yes,Organic,0.5,2,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Enterprise,SaaS,12,No,Referral,11.2,12,1
CMP-1003,Doyle Ltd,SP-01,Rahul Kumar,Small,Retail,5,Yes,Paid,29.2,11,0
CMP-1004,Hernandez Ltd,SP-02,Priya Menon,Enterprise,SaaS,31,No,Paid,7.0,8,0
CMP-1005,Diaz-Frederick,SP-01,Rahul Kumar,Small,Retail,3,No,Referral,11.7,6,0
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Enterprise,SaaS,8,No,Paid,10.8,1,1
